Date,Region_Vector,Aboard,Fatalities,Survives,Time_Vector,Category_Vector,Summary_Vector
1/8/1928,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/16/1928,"[1, 0, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
1/22/1928,"[0, 0, 0, 1, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
1/22/1928,"[0, 1, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
1/27/1928,"[0, 1, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
2/26/1928,"[1, 0, 0, 0, 0, 0, 0]",2.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
3/11/1928,"[0, 1, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/17/1928,"[1, 0, 0, 0, 0, 0, 0]",2.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
4/19/1928,"[0, 1, 0, 0, 0, 0, 0]",9.0,9.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
5/7/1928,"[1, 0, 0, 0, 0, 0, 0]",5.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
5/12/1928,"[1, 0, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/26/1928,"[0, 1, 0, 0, 0, 0, 0]",5.0,3.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
6/14/1928,"[0, 1, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
6/22/1928,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/10/1928,"[0, 0, 1, 0, 0, 0, 0]",6.0,6.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
7/13/1928,"[0, 1, 0, 0, 0, 0, 0]",6.0,4.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/24/1928,"[0, 1, 0, 0, 0, 0, 0]",6.0,1.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/25/1928,"[1, 0, 0, 0, 0, 0, 0]",7.0,7.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/2/1928,"[0, 1, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
9/4/1928,"[0, 0, 0, 0, 1, 0, 0]",2.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
9/4/1928,"[1, 0, 0, 0, 0, 0, 0]",7.0,7.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
9/6/1928,"[0, 1, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
10/4/1928,"[0, 1, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
10/18/1928,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
10/31/1928,"[0, 1, 0, 0, 0, 0, 0]",2.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
11/15/1928,"[0, 0, 1, 0, 0, 0, 0]",3.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
11/24/1928,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
11/25/1928,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
11/25/1928,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/1/1928,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/3/1928,"[1, 0, 0, 0, 0, 0, 0]",14.0,14.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
12/10/1928,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/11/1928,"[0, 1, 0, 0, 0, 0, 0]",4.0,3.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
12/20/1928,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/23/1928,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/31/1928,"[0, 1, 0, 0, 0, 0, 0]",3.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
1/5/1929,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
1/18/1929,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
1/25/1929,"[0, 1, 0, 0, 0, 0, 0]",9.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
1/31/1929,"[0, 0, 1, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
1/31/1929,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
3/17/1929,"[1, 0, 0, 0, 0, 0, 0]",15.0,14.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
3/30/1929,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
4/21/1929,"[1, 0, 0, 0, 0, 0, 0]",6.0,6.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/9/1929,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
5/18/1929,"[0, 0, 0, 1, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
5/22/1929,"[0, 0, 0, 1, 0, 0, 0]",6.0,4.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
6/13/1929,"[1, 0, 0, 0, 0, 0, 0]",5.0,2.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
6/14/1929,"[0, 1, 0, 0, 0, 0, 0]",2.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
6/17/1929,"[0, 1, 0, 0, 0, 0, 0]",13.0,7.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/24/1929,"[1, 0, 0, 0, 0, 0, 0]",8.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/29/1929,"[0, 1, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
6/29/1929,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
8/11/1929,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
8/24/1929,"[0, 0, 0, 0, 0, 1, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
8/24/1929,"[0, 1, 0, 0, 0, 0, 0]",5.0,4.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
9/2/1929,"[1, 0, 0, 0, 0, 0, 0]",2.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
9/3/1929,"[1, 0, 0, 0, 0, 0, 0]",8.0,8.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/6/1929,"[0, 0, 0, 0, 0, 1, 0]",5.0,3.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/14/1929,"[0, 0, 1, 0, 0, 0, 0]",6.0,6.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
9/14/1929,"[1, 0, 0, 0, 0, 0, 0]",6.0,6.0,0,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
9/17/1929,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/17/1929,"[0, 0, 0, 0, 0, 0, 1]",5.0,5.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
9/17/1929,"[1, 0, 0, 0, 0, 0, 0]",2.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
10/26/1929,"[0, 1, 0, 0, 0, 0, 0]",7.0,7.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
10/29/1929,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
10/31/1929,"[1, 0, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/4/1929,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
11/6/1929,"[0, 1, 0, 0, 0, 0, 0]",8.0,7.0,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
11/16/1929,"[0, 1, 0, 0, 0, 0, 0]",3.0,3.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
11/20/1929,"[0, 0, 0, 1, 0, 0, 0]",12.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
11/30/1929,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/2/1929,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/19/1929,"[0, 1, 0, 0, 0, 0, 0]",3.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
12/30/1929,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]"
1/10/1930,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/13/1930,"[0, 0, 0, 1, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/19/1930,"[1, 0, 0, 0, 0, 0, 0]",16.0,16.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
1/25/1930,"[0, 1, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
1/27/1930,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
2/3/1930,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
2/10/1930,"[0, 1, 0, 0, 0, 0, 0]",6.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
4/18/1930,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
5/10/1930,"[1, 0, 0, 0, 0, 0, 0]",4.0,3.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
6/5/1930,"[1, 0, 0, 0, 0, 0, 0]",15.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/7/1930,"[0, 1, 0, 0, 0, 0, 0]",8.0,5.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
7/10/1930,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
7/21/1930,"[0, 1, 0, 0, 0, 0, 0]",6.0,6.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/22/1930,"[0, 1, 0, 0, 0, 0, 0]",11.0,10.0,1,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
9/11/1930,"[0, 1, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
9/25/1930,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
10/5/1930,"[0, 1, 0, 0, 0, 0, 0]",54.0,48.0,1,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
10/6/1930,"[0, 1, 0, 0, 0, 0, 0]",8.0,8.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
10/12/1930,"[0, 0, 0, 0, 0, 0, 1]",4.0,4.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
10/13/1930,"[0, 0, 0, 0, 1, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
10/28/1930,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
10/30/1930,"[0, 1, 0, 0, 0, 0, 0]",6.0,3.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
10/30/1930,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
11/7/1930,"[1, 0, 0, 0, 0, 0, 0]",9.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
11/18/1930,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/9/1930,"[0, 0, 0, 0, 0, 1, 0]",6.0,4.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/8/1931,"[0, 1, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
1/22/1931,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
2/8/1931,"[0, 0, 0, 0, 1, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/20/1931,"[1, 0, 0, 0, 0, 0, 0]",3.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
2/24/1931,"[0, 0, 1, 0, 0, 0, 0]",3.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
3/21/1931,"[0, 0, 0, 0, 1, 0, 0]",8.0,8.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
3/31/1931,"[1, 0, 0, 0, 0, 0, 0]",8.0,8.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/14/1931,"[0, 1, 0, 0, 0, 0, 0]",10.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
5/5/1931,"[1, 0, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
5/22/1931,"[0, 0, 0, 0, 1, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
5/24/1931,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
6/7/1931,"[0, 0, 0, 1, 0, 0, 0]",4.0,4.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
6/11/1931,"[1, 0, 0, 0, 0, 0, 0]",3.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
6/13/1931,"[0, 1, 0, 0, 0, 0, 0]",4.0,4.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
7/12/1931,"[1, 0, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/14/1931,"[0, 0, 0, 0, 1, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/21/1931,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/24/1931,"[0, 1, 0, 0, 0, 0, 0]",7.0,7.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
8/9/1931,"[1, 0, 0, 0, 0, 0, 0]",6.0,6.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/14/1931,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/15/1931,"[0, 1, 0, 0, 0, 0, 0]",6.0,6.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
9/16/1931,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
10/6/1931,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
10/14/1931,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
11/5/1931,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
11/13/1931,"[0, 0, 0, 0, 0, 0, 1]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
11/23/1931,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
11/24/1931,"[0, 0, 0, 0, 0, 1, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
11/26/1931,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/5/1931,"[1, 0, 0, 0, 0, 0, 0]",6.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/6/1931,"[0, 0, 0, 0, 0, 1, 0]",7.0,5.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/9/1931,"[0, 0, 1, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
12/31/1931,"[1, 0, 0, 0, 0, 0, 0]",5.0,4.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/21/1932,"[0, 0, 0, 1, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/29/1932,"[1, 0, 0, 0, 0, 0, 0]",8.0,8.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/1/1932,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/2/1932,"[1, 0, 0, 0, 0, 0, 0]",2.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
2/2/1932,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
2/27/1932,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
